Community,General.habitat,Description,Source,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,log10AvkRC,SDLog10RMass,SELog10RMass,MinLog10RMass,MaxLog10RMass,RanLog10RMass,MedLog10RMass,log10MedkRC
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Ocypus compressus,1,2,0.000311302,0.0000043,-3.50681809,-5.3665315444,-1.8597134553,NA,NA,-5.3665315444,-5.3665315444,0,-5.3665315444,-1.8597134544
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Orthotylus adenocarpi,8,2,0.00000522,8.99912760024358E-006,-5.2823295,-5.0457995902,0.2365299068,1.6004977646,0.5658614113,-5.8728952016,-1.1367909042,4.7361042974,-5.5629911481,-0.2806616481
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Orthotylus concolor,6,2,0.00000522,1.0790553244896E-005,-5.2823295,-4.9669562879,0.3153732091,1.8858399333,0.7698909289,-5.8728952016,-1.1367909042,4.7361042974,-5.7763124378,-0.4939829378
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Orthotylus virescens,7,2,0.00000522,9.72725713740414E-006,-5.2823295,-5.0120096035,0.2703198935,1.7256502602,0.6522344912,-5.8728952016,-1.1367909042,4.7361042974,-5.7594507517,-0.4771212517
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Oxypoda longiuscula,1,2,0.00000266,0.00000625,-5.57511836,-5.2041199827,0.3709983807,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,0.3709983773
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Parus caeruleus,7,2,0.01972225,1.10679304039962E-006,-1.70504347,-5.9559335804,-4.25089004,0.3334124206,0.1260180498,-6.4546928835,-5.5575202309,0.8971726526,-5.8728952016,-4.1678517316
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Parus major,3,2,0.03380923,7.39537280726085E-007,-1.47096475,-6.1310399279,-4.6600752078,0.4980509346,0.2875498412,-6.4546928835,-5.5575202309,0.8971726526,-6.3809066694,-4.9099419194
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Patasson brachygaster,1,2,9.22E-008,0.00000522,-7.03526908,-5.282329497,1.7529395819,NA,NA,-5.282329497,-5.282329497,0,-5.282329497,1.752939583
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Patasson diana,1,2,9.22E-008,0.00000625,-7.03526908,-5.2041199827,1.8311490963,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,1.8311490973
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Pergamasus crassipes,1,2,0.000000121,0.00000625,-6.91721463,-5.2041199827,1.713094647,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,1.7130946473
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Perilitus dubius,1,2,0.000000747,0.0000043,-6.1266794,-5.3665315444,0.7601478538,NA,NA,-5.3665315444,-5.3665315444,0,-5.3665315444,0.7601478556
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Phaenobremia sp.,2,2,0.00000134,1.67373833080323E-006,-5.8728952,-5.7763124378,0.0965827638,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,0.0965827622
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Philodromus aurelolus,6,2,0.00000824,2.52718409464133E-006,-5.08407279,-5.5973631204,-0.5132903321,0.3478043514,0.1419905319,-5.9913998282,-5.282329497,0.7090703312,-5.5776123493,-0.4935395593
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Philonthus politus,1,2,0.0000862,0.00000625,-4.06449273,-5.2041199827,-1.1396272485,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,-1.1396272527
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Phoeophthorus rhododactylus,1,2,0.000000416,0.07298088,-6.38090667,-1.1367909042,5.2441157651,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,5.2441157658
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Phoridae sp.,2,2,0.00000459,9.78083048621129E-005,-5.33818731,-4.0096242679,1.3285630466,0.5415316598,0.3829207089,-4.3925449768,-3.626703559,0.7658414178,-4.0096242679,1.3285630421
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Phytodecta olivacea,1,2,0.0000043,0.07298088,-5.36653154,-1.1367909042,4.2297406402,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.2297406358
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Pisaura mirabilis,5,2,0.000111162,0.00000303,-3.95404365,-5.5185557789,-1.5645121308,0.3234661581,0.1446584636,-5.8728952016,-5.282329497,0.5905657046,-5.282329497,-1.328285847
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Plagiognathus arbustorum,4,2,0.00000496,1.49760120301646E-006,-5.30451832,-5.8246038197,-0.5200854962,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-0.5285163428
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Platybunus triangularis,1,2,0.00000983,0.0000043,-5.00744648,-5.3665315444,-0.3590850623,NA,NA,-5.3665315444,-5.3665315444,0,-5.3665315444,-0.3590850644
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Platycheirus scutatus,2,2,0.0000238,1.67373833080323E-006,-4.62342304,-5.7763124378,-1.1528893949,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,-1.1528893978
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Platygaster sp.,1,2,0.000000196,0.000000747,-6.70774393,-6.1266793982,0.5810645305,NA,NA,-6.1266793982,-6.1266793982,0,-6.1266793982,0.5810645318
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Platygerrhus dolosus,1,2,0.000000242,0.00000277,-6.61618463,-5.5575202309,1.0586644031,NA,NA,-5.5575202309,-5.5575202309,0,-5.5575202309,1.0586643991
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Praon sp.,1,2,0.000000747,0.00000174,-6.1266794,-5.7594507517,0.3672286465,NA,NA,-5.7594507517,-5.7594507517,0,-5.7594507517,0.3672286483
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Pringalio soemias,1,2,0.000000776,0.00000102,-6.11013828,-5.9913998282,0.1187384505,NA,NA,-5.9913998282,-5.9913998282,0,-5.9913998282,0.1187384518
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Prionomitus mitratus,1,2,0.000000416,0.00000134,-6.38090667,-5.8728952016,0.5080114677,NA,NA,-5.8728952016,-5.8728952016,0,-5.8728952016,0.5080114684
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Propylea quatuordecimpunctata,4,2,0.00000459,1.49760120301646E-006,-5.33818731,-5.8246038197,-0.4864165053,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-0.4948473528
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Prunella modularis,4,2,0.022,1.49760120301646E-006,-1.65757732,-5.8246038197,-4.1670265006,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-4.1754573428
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Pseudocatolaccus thoracicus,1,2,0.000000196,0.000000849,-6.70774393,-6.0710923098,0.6366516189,NA,NA,-6.0710923098,-6.0710923098,0,-6.0710923098,0.6366516202
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Ptezodoratus lituratus,1,2,0.00000134,0.07298088,-5.8728952,-1.1367909042,4.7361042974,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.7361042958
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Raphitelus maculatus,1,2,0.000000196,0.000000416,-6.70774393,-6.3809066694,0.3268372593,NA,NA,-6.3809066694,-6.3809066694,0,-6.3809066694,0.3268372606
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Rhagonycha elongata,2,2,0.0000199,1.67373833080323E-006,-4.70114692,-5.7763124378,-1.0751655143,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,-1.0751655178
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Sitona regensteinensis,1,2,0.00000625,0.07298088,-5.20411998,-1.1367909042,4.0673290784,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.0673290758
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Spathius rubidus,2,2,0.00000324,3.82120399874176E-007,-5.48945499,-6.4177997765,-0.9283447867,0.0521747324,0.0368931071,-6.4546928835,-6.3809066694,0.0737862142,-6.4177997765,-0.9283447865
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Staphylinus sp.,1,2,0.000065,0.00000625,-4.18708664,-5.2041199827,-1.0170333393,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,-1.0170333427
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Stenus sp.,1,2,0.00000824,0.00000625,-5.08407279,-5.2041199827,-0.1200471944,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,-0.1200471927
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Sylvia curruca,4,2,0.0125,1.49760120301646E-006,-1.90308999,-5.8246038197,-3.9215138327,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-3.9299446728
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Syrphus calteatus,2,2,0.000073,1.67373833080323E-006,-4.13667714,-5.7763124378,-1.639635298,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,-1.6396352978
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Syrphus luniger,2,2,0.000065,1.67373833080323E-006,-4.18708664,-5.7763124378,-1.5892257945,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,-1.5892257978
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Syrphus vitripennis,2,2,0.0000816,1.67373833080323E-006,-4.08830984,-5.7763124378,-1.6880025966,0.0238460252,0.0168616861,-5.793174124,-5.7594507517,0.0337233723,-5.7763124378,-1.6880025978
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Systasis encyrtoides,1,2,0.000000121,0.000000747,-6.91721463,-6.1266793982,0.7905352315,NA,NA,-6.1266793982,-6.1266793982,0,-6.1266793982,0.7905352318
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Tachynus rufipes,1,2,0.0000116,0.00000625,-4.93554201,-5.2041199827,-0.2685779719,NA,NA,-5.2041199827,-5.2041199827,0,-5.2041199827,-0.2685779727
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Telenomus sp.1,1,2,0.000000242,0.00000134,-6.61618463,-5.8728952016,0.7432894324,NA,NA,-5.8728952016,-5.8728952016,0,-5.8728952016,0.7432894284
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Telenomus sp.2,1,2,0.000000267,0.00000134,-6.57348874,-5.8728952016,0.700593537,NA,NA,-5.8728952016,-5.8728952016,0,-5.8728952016,0.7005935384
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Tetrastichus sp.,1,2,0.000000416,0.0000043,-6.38090667,-5.3665315444,1.014375125,NA,NA,-5.3665315444,-5.3665315444,0,-5.3665315444,1.0143751256
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Tetrastichus sp. nr.attalus,3,2,0.000000416,3.05880768619245E-007,-6.38090667,-6.5144478272,-0.1335411578,0.1714165642,0.0989673995,-6.7077439286,-6.3809066694,0.3268372593,-6.4546928835,-0.0737862135
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Tetrastichus sp. nr.flavovarius,2,2,0.000000416,2.85545092761196E-007,-6.38090667,-6.544325299,-0.1634186296,0.2311088424,0.1634186296,-6.7077439286,-6.3809066694,0.3268372593,-6.544325299,-0.163418629
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Tetrastichus sp. nr.glactopus,1,2,0.000000416,0.00000102,-6.38090667,-5.9913998282,0.3895068411,NA,NA,-5.9913998282,-5.9913998282,0,-5.9913998282,0.3895068418
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Theridion (Enoplognatha) ovatum,3,2,0.0000106,0.00000522,-4.97469414,-5.282329497,-0.3076353623,0,0,-5.282329497,-5.282329497,0,-5.282329497,-0.307635357
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Theridion redimitum,1,2,0.0000106,0.00000134,-4.97469414,-5.8728952016,-0.8982010669,NA,NA,-5.8728952016,-5.8728952016,0,-5.8728952016,-0.8982010616
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Torymus sp. nr.micropterus,1,2,0.000000121,0.000000947,-6.91721463,-6.023650021,0.8935646087,NA,NA,-6.023650021,-6.023650021,0,-6.023650021,0.893564609
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Torymus sp. nr.microstigma,3,2,0.000000121,8.78677952433237E-007,-6.91721463,-6.0561702707,0.861044359,0.0611238846,0.0352898912,-6.1266793982,-6.0181813928,0.1084980054,-6.023650021,0.893564609
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Triaspis sp. nr.obscurellus,1,2,0.000000747,0.00000177,-6.1266794,-5.7520267336,0.3746526645,NA,NA,-5.7520267336,-5.7520267336,0,-5.7520267336,0.3746526664
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Trichogramma sp.1,1,2,6.77E-008,0.00000177,-7.16941133,-5.7520267336,1.4173845977,NA,NA,-5.7520267336,-5.7520267336,0,-5.7520267336,1.4173845964
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Trichogramma sp.2,1,2,9.22E-008,0.0000043,-7.03526908,-5.3665315444,1.6687375345,NA,NA,-5.3665315444,-5.3665315444,0,-5.3665315444,1.6687375356
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Trotteria sarothamni,1,2,0.000000747,0.07298088,-6.1266794,-1.1367909042,4.9898884939,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.9898884958
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Xantholinus linearis,2,2,0.0000238,0.000002894,-4.62342304,-5.5385075921,-0.9150845492,0.4728954924,0.3343876095,-5.8728952016,-5.2041199827,0.668775219,-5.5385075921,-0.9150845521
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Xysticus audax,4,2,0.0000106,5.0548241141661E-006,-4.97469414,-5.2962939514,-0.3215998166,0.0279289087,0.0139644544,-5.3381873145,-5.282329497,0.0558578175,-5.282329497,-0.307635357
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Xysticus cristatus,8,2,0.0000139,0.00000291,-4.8569852,-5.5361121977,-0.6791269979,0.3151601055,0.1114259239,-5.9913998282,-5.282329497,0.7090703312,-5.3523594294,-0.4953742294
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Acanthocyclops vernalis,4,2,6.41E-008,7.11275389854522E-007,-7.19339883,-6.1479622176,1.0451797528,0.7662638458,0.3831319229,-7.2218487496,-5.4179366371,1.8039121125,-5.9760317419,1.2173670881
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Acanthocyclops vernalis,1,3,6.41E-008,5.85E-009,-7.19339883,-8.2328441339,-1.0397021634,NA,NA,-8.2328441339,-8.2328441339,0,-8.2328441339,-1.0394453039
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Aeshna juncea,28,2,0.000270283,1.25798746982128E-005,-3.56818127,-4.9003236847,-1.3321424154,0.8649688851,0.1634637544,-7.2218487496,-3.8417702293,3.3800785203,-4.6936398516,-1.1254585816
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Aeshna juncea,2,3,0.000270283,1.37034667146675E-008,-3.56818127,-7.8631695508,-4.2949882815,0.5227988092,0.3696745832,-8.2328441339,-7.4934949676,0.7393491663,-7.8631695508,-4.2949882808
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Agabus bipustulatus,22,2,0.0000612,7.92666804812529E-006,-4.21322729,-5.1009093287,-0.8876607509,0.8671424853,0.1848753991,-7.2218487496,-4.0145735259,3.2072752237,-4.944167152,-0.730939862
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Agabus bipustulatus,1,3,0.0000612,3.21E-008,-4.21322729,-7.4934949676,-3.2802463897,NA,NA,-7.4934949676,-7.4934949676,0,-7.4934949676,-3.2802676776
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Agabus sturmii,21,2,0.0000282,7.46182451803692E-006,-4.54942145,-5.1271549686,-0.5774040769,0.8795571829,0.1919351128,-7.2218487496,-4.0145735259,3.2072752237,-4.9746941347,-0.4252726847
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Agabus sturmii,1,3,0.0000282,3.21E-008,-4.54942145,-7.4934949676,-2.9437440759,NA,NA,-7.4934949676,-7.4934949676,0,-7.4934949676,-2.9440735176
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Argyroneta aquatica,16,2,0.0000272,1.23855902913207E-005,-4.5651757,-4.9070832903,-0.3416521944,0.5935529291,0.1483882323,-6.0660068362,-4.0145735259,2.0514333103,-4.8731614173,-0.3079857173
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Argyroneta aquatica,3,3,0.0000272,2.29178026867516E-008,-4.5651757,-7.639827024,-3.074395928,0.5350747146,0.3089255305,-8.2328441339,-7.1931419705,1.0397021634,-7.4934949676,-2.9283192676
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Callicorixa praeusta,6,2,0.0000199,3.58913022500329E-006,-4.70136085,-5.4450107838,-0.7438638602,0.4636492719,0.1892840226,-6.0660068362,-4.8326826653,1.2333241709,-5.3867490238,-0.6853881738
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Dytiscus marginalis,26,2,0.000501922,2.06779186382699E-005,-3.29936377,-4.6844931778,-1.3851294097,0.6326270529,0.1240683726,-6.0660068362,-3.5681812693,2.4978255669,-4.6778595031,-1.3784957331
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Enallagma cyathigerum,17,2,0.00000728,8.4174155157551E-006,-5.13779942,-5.0748212339,0.0630473868,0.7930899993,0.1923525787,-7.2218487496,-4.0145735259,3.2072752237,-4.9136401693,0.2241592507
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Enallagma cyathigerum,3,3,0.00000728,2.29178026867516E-008,-5.13779942,-7.639827024,-2.5019584033,0.5350747146,0.3089255305,-8.2328441339,-7.1931419705,1.0397021634,-7.4934949676,-2.3556955476
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Holocentropus picicornis,15,2,0.0000106,7.4757134974178E-006,-4.97369967,-5.1263473511,-0.1516532163,0.8190395888,0.2114751125,-7.2218487496,-4.0145735259,3.2072752237,-4.9136401693,0.0600595007
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Holocentropus picicornis,2,3,0.0000106,1.37034667146675E-008,-4.97369967,-7.8631695508,-2.888475416,0.5227988092,0.3696745832,-8.2328441339,-7.4934949676,0.7393491663,-7.8631695508,-2.8894698808
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Hydroporus erythrocephalus,7,2,0.00000474,2.0005767675067E-006,-5.32398533,-5.6988447789,-0.3746231206,0.7938287509,0.3000390655,-7.2218487496,-4.8326826653,2.3891660844,-5.4179366371,-0.0939513071
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Hydroporus erythrocephalus,2,3,0.00000474,1.37034667146675E-008,-5.32398533,-7.8631695508,-2.5389478924,0.5227988092,0.3696745832,-8.2328441339,-7.4934949676,0.7393491663,-7.8631695508,-2.5391842208
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Illybius fuliginosus,22,2,0.000065,1.0827803629733E-005,-4.1870686,-4.9654596291,-0.7783729857,0.7495248146,0.1597992274,-7.2218487496,-4.0145735259,3.2072752237,-4.8731614173,-0.6860928173
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Illybius fuliginosus,2,3,0.000065,4.53608862347288E-008,-4.1870686,-7.343318469,-3.1562318257,0.212381641,0.1501764986,-7.4934949676,-7.1931419705,0.3003529971,-7.343318469,-3.156249869
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Lestes sponsa,21,2,0.0000781,0.000010727,-4.10718662,-4.9695197957,-0.8621708296,0.7629241667,0.1664837021,-7.2218487496,-4.0145735259,3.2072752237,-4.8326826653,-0.7254960453
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Lestes sponsa,3,3,0.0000781,2.29178026867516E-008,-4.10718662,-7.639827024,-3.5324780579,0.5350747146,0.3089255305,-8.2328441339,-7.1931419705,1.0397021634,-7.4934949676,-3.3863083476
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Limnephilus marmoratus,7,2,0.0000808,2.17823845421246E-006,-4.09281337,-5.6618945793,-1.56930594,0.8181187042,0.3092198049,-7.2218487496,-4.8326826653,2.3891660844,-5.4179366371,-1.3251232671
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Notonecta glauca,18,2,0.000143956,1.29056883060889E-005,-3.84177023,-4.889218828,-1.0474485988,0.5739502935,0.1352813815,-6.0660068362,-4.0145735259,2.0514333103,-4.8731614173,-1.0313911873
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Notonecta glauca,8,3,0.000143956,2.22187637732444E-006,-3.84177023,-5.6532801084,-1.8115098791,1.7149872888,0.6063395708,-8.2328441339,-4.0324520238,4.2003921101,-4.936986275,-1.095216045
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Polycelis tenuis,8,2,0.000004,0.000002379,-5.39794001,-5.6236029332,-0.2256629245,0.7651348428,0.2705160179,-7.2218487496,-4.8326826653,2.3891660844,-5.3867490238,0.0111909862
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Procladius sagittalis,6,2,0.00000441,1.75364356671149E-006,-5.35531725,-5.7560586737,-0.4004972631,0.8536393225,0.3484967941,-7.2218487496,-4.8326826653,2.3891660844,-5.6519966424,-0.2966793924
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Procladius sagittalis,3,3,0.00000441,2.29178026867516E-008,-5.35531725,-7.639827024,-2.2842656135,0.5350747146,0.3089255305,-8.2328441339,-7.1931419705,1.0397021634,-7.4934949676,-2.1381777176
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Sialis lutaria,17,2,0.0000525,5.67293885973425E-006,-4.27969761,-5.246191897,-0.9663512004,0.9158296194,0.2221213092,-7.2218487496,-4.0145735259,3.2072752237,-5.096910013,-0.817212403
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Sialis lutaria,2,3,0.0000525,1.37034667146675E-008,-4.27969761,-7.8631695508,-3.5833288542,0.5227988092,0.3696745832,-8.2328441339,-7.4934949676,0.7393491663,-7.8631695508,-3.5834719408
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Sympetrum scoticum,23,2,0.0000843,1.21768502868955E-005,-4.07392727,-4.9144650335,-0.8402926082,0.753114089,0.157035143,-7.2218487496,-4.0145735259,3.2072752237,-4.7011469236,-0.6272196536
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,{Warren  1989 ,Sympetrum scoticum,4,3,0.0000843,0.000000204,-4.07392727,-6.6903128253,-2.6161403999,1.9486351174,0.9743175587,-8.2328441339,-3.8417702293,4.3910739046,-7.343318469,-3.269391199
Tuesday lake,Aquatic (freshwater),Small  mildly acidic lake  Michigan  USA,{Cohen  2003 ,Ascomorpha eucadis,8,3,2.7E-010,2.05937950248618E-013,-9.56863624,-12.6862636142,-3.1176273784,0.4638482127,0.1639951083,-13.5185573715,-11.8827287043,1.6358286672,-12.6570530306,-3.0884167906
Tuesday lake,Aquatic (freshwater),Small  mildly acidic lake  Michigan  USA,{Cohen  2003 ,Bosmina longirostris,11,3,1.55E-009,4.43094877243559E-013,-8.8096683,-12.353503271,-3.5438349691,0.6239334524,0.1881230142,-13.5185573715,-11.1226286541,2.3959287174,-12.4609239012,-3.6512556012
Tuesday lake,Aquatic (freshwater),Small  mildly acidic lake  Michigan  USA,{Cohen  2003 ,Chaoborus punctipennis,26,3,0.000000258,4.24409624742687E-010,-6.58788736,-9.3722147757,-2.7838344817,1.1763026622,0.2306919319,-11.1226286541,-7.288192771,3.8344358832,-9.6566818654,-3.0687945054
